date,price
2020-10-10,1921.9233117160984
2020-10-11,1937.6859588915136
2020-10-12,1971.986220218165
2020-10-13,1952.8968533619284
2020-10-14,1950.547278367443
2020-10-15,1955.505689338735
2020-10-16,1921.217157242488
2020-10-17,1925.2091608326057
2020-10-18,1950.9351233986583
2020-10-19,1984.5281265461413
2020-10-20,1987.951591710888
2020-10-21,2126.7268852156285
2020-10-22,2177.883165572985
2020-10-23,2169.653630159358
2020-10-24,2199.046855693703
2020-10-25,2181.8711238638216
2020-10-26,2172.44101677836
2020-10-27,2257.212564091453
2020-10-28,2189.091773409892
2020-10-29,2210.8466284031424
2020-10-30,2211.5014787739774
2020-10-31,2245.5996458908244
2020-11-01,2247.270176936786
2020-11-02,2211.452949854558
2020-11-03,2265.12597154632
2020-11-04,2286.915704609042
2020-11-05,2490.474667649459
2020-11-06,2537.990484299984
2020-11-07,2421.1811336934534
2020-11-08,2529.4498155588844
2020-11-09,2496.154638246329
2020-11-10,2494.0977378038806
2020-11-11,2558.838833204002
2020-11-12,2627.555799228486
2020-11-13,2652.2442062438686
2020-11-14,2611.3786828354546
2020-11-15,2582.6046958360325
2020-11-16,2697.3804507871023
2020-11-17,2843.158029656281
2020-11-18,2858.2899010313067
2020-11-19,2855.321144047776
2020-11-20,3002.002359128292
2020-11-21,3097.02475606046
2020-11-22,3072.301347591133
2020-11-23,3155.149361385039
2020-11-24,3281.151416008963
2020-11-25,3174.216769069309
2020-11-26,2881.9607205109146
2020-11-27,2887.469031600246
2020-11-28,3009.501214261988
2020-11-29,3085.091468740739
2020-11-30,3334.4601664786737
2020-12-01,3191.077786704957
